REGISTRO;F_1;F_2_COD_1;F_3;F_4;F_5;F_6;F_7;P1_1;P1_2;P1_3;P1_4;P1_5;P1_6;P1_7;P1_8;P1_9;P1_10;P1_11;P1_12;P1_13;P1_14;P1_15;P1_16;P1_17;P1_18;P1_19;P1_20;P1_21;P1_22;P1_23;P1_24;P1_25;P1_26;P1_27;P1_28;P1_29;P1_98O;P1_98;P2_1;P2_02;P2_3;P2_4;P2_5;P2_6;P2_7;P2_8;P2_9;P2_10;P2_11;P2_12;P2_13;P2_14;P2_98O;P2_98;P3_1;P3_2;P3_3;P3_4;P4;P5_1;P5_2;P5_3;P5_4;P5_5;P5_6;P5_7;P5_8;P5_9;P5_10;P5_11;P5_12;P5_13;P5_14;P5_15;P5_16;P5_98O;P5_98;P6;P7;P8_1;P8_2;P8_3;P8_4;P8_5;P8_6;P8_7;P8_8;P8_9;P8_10;P8_11;P8_12;P8_13;P8_14;P8_15;P8_16;P8_17;P8_18;P8_19;P8_20;P8_21;P9_COD_1;P9_COD_2;P9_COD_3;P9_COD_4;P10;P11A;P11_1;P11_2;P11_3;P11_4;P11_5;P11_6;P11_7;P11_8;P12;P13;P14_COD_1;P14_COD_2;P14_COD_3;P15_1;P15_2;P15_3;P16_1;P16_2;P16_3;P16_4;P17;P18;P19_1;P19_2;P19_3;P19_4;P19_5;P20;P21_1;P21_2;P21_3;P22;P23_1;P23_2;P24;P25;P26;P27_1;P27_2;P27_3;P28_COD_1;P28_COD_2;P28_COD_3;P29;P30;P31_1;P31_2;P31_3;P31_4;P32_1;P32_2;P32_3;P32_4;P32_5;P32_6;P32_7;P32_8;P32_9;P33;P34;P35;P36;P37;P38_1;P38_2;P39;P40_1;P40_2;P40_3;P41_COD_1;P41_COD_2;P42;P43;P44;FACTOR
572;1;54;2;2;2;5;2;5;1;5;5;5;5;1;1;4;5;1;5;4;5;5;1;4;3;5;5;5;1;4;4;4;1;1;5;3; ; ;5;4;1;5;1;1;1;4;4;5;1;3;1;4; ; ;2;2;2;2; ;5;4;4;5;5;5;5;4;4;5;2;2;1;3;4;5; ; ;5;1;4;4;5;5;4;3;3;3;5;5;5;5;3;2;4;4;4;4;4;4;3;7; ; ; ;1;1;2; ; ; ; ; ; ; ;5;2;6; ; ;3;1;4;99; ; ; ;1;3;5; ; ; ; ;1;1; ; ;1;1;2008;1;8;2014;6; ; ;4; ; ;1;3;4;2; ; ;3;3;4;5;4;5;4;4;3;1;1;4;19;4;4; ;5; ; ; ;69; ;3;4;4;,439604933986956
574;1;38;2;2;2;5;2;5;1;5;1;5;5;1;1;1;5;1;1;1;1;1;5;1;1;1;1;5;1;1;1;1;5;1;1;1; ; ;5;1;1;5;1;1;1;5;1;1;5;5;1;5; ; ;1;2;2;2;4;5;4;5;5;5;5;5;5;5;5;5;5;5;4;4;5; ; ;5;1;4;5;5;5;5;5;3;5;5;5;5;5;5;3;4;5;5;5;5;5;5;1;18; ; ;1;99; ; ; ; ; ; ; ; ;5;5;12; ; ;4;5;5;2; ; ; ;1;10;1;7; ; ; ;3;3; ; ;1;5;2009;2; ;2014;10; ; ;11; ; ;3;3;2;29; ; ;5;1;5;1;5;5;1;4;5;3;1;6;99;1;1; ;5; ; ; ;41; ;2;4;2;,72100993449308
576;1;57;1;2; ;5;2;4;2;5;3;4;2;3;0;4;1;1;4;4;5;4;2;1;3;1;4;2;1;1;3;1;1;1;1;3; ; ;4;2;1;3;1;1;1;1;3;2;1;3;1;1; ; ;1;2;2;2;3;4;4;3;3;1;3;4;4;5;4;2;5;4;4;2;2; ; ;3;2;4;3;5;3;5;4;5;4;5;5;4;5;2;3;4;3;4;4;2;1;4;26; ; ; ;1;2; ; ; ; ; ; ; ; ;5;3;6; ; ;2;2;1;2; ; ; ;1;5;5; ; ; ; ;1;1; ; ;1;1;2007;2; ;2012;4; ; ;4; ; ;2;1;5;2; ; ;4;2;5;3;3;3;4;4;2;1;2; ; ;2;1; ;2;1;5; ;46; ;3;4;6;,439604933986956
582;1;57;2;2;2;5;2;1;4;5;4;4;1;3;1;4;5;1;3;5;4;3;5;1;3;3;4;3;1;5;2;1;3;3;5;3; ; ;4;3;3;5;3;3;3;4;3;4;3;5;3;5; ; ;2;2;2;2; ;4;3;4;4;4;4;3;4;4;4;4;3;4;3;3;3; ; ;5;1;3;1;3;4;4;1;4;4;4;4;4;4;3;3;4;4;3;3;3;4;4;13;14; ; ;1;10;1;13; ; ; ; ; ; ;3;3;17; ; ;1;2;3;99; ; ; ;2; ; ; ; ; ; ;2;2; ; ;5;1;2009;2; ;2014;7; ; ;15; ; ;3;3;29; ; ; ;3;3;4;4;4;5;4;3;3;1;2; ; ;5; ; ;5; ; ; ;16; ;2;9;3;,439604933986956
583;1;37;1;2; ;5;2;5;1;1;1;4;5;4;0;1;1;1;1;1;1;1;1;1;5;5;1;1;5;1;1;1;1;1;1;1; ; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ; ;1;2;2;1;1;1;1;2;2;1;2;1;1;1;1;2;1;5;3;1;2; ; ;5;1;5;1;5;5;5;5;5;5;5;5;5;5;1;1;5;5;5;5;5;5;5;26; ; ; ;1;0; ; ; ; ; ; ; ; ;2;2;6; ; ;2;2;2;2; ; ; ;1;5;5;25; ; ; ;2;1; ; ;1;1;2009;1;9;2014;99; ; ;11; ; ;3;1;35; ; ; ;4;1;3;5;4;3;5;1;1;1;1;3;99;5; ; ;5; ; ; ;77; ;4;5;4;,439604933986956
586;1;81;2;2;2;4;2;4;1;4;2;3;3;1;0;1;1;1;1;1;1;3;1;1;3;1;1;1;4;2;1;1;1;2;1;1; ; ;4;1;1;5;1;1;1;2;2;1;2;4;1;1; ; ;2;2;2;2; ;5;4;4;4;4;3;4;4;4;4;3;4;4;4;4;3; ; ;5;1;3;1;0;5;4;3;4;4;4;4;4;1;4;2;4;1;1;1;1;4;4;2; ; ; ;1;2;1;10; ; ; ; ; ; ;2;4;12; ; ;4;1;4;99; ; ; ;1;99;5; ; ; ; ;2;2;11; ;2;4;2009;1;1;2014;1; ; ;15; ; ;1;3;2;29; ; ;5;4;5;4;4;4;4;4;3;3;1;5;2;5; ; ;5; ; ; ;44; ;3;4;2;,888030888030888
587;1;4;2;2;2;5;1;5;3;5;5;5;1;3;2;5;5;2;5;5;5;5;1;3;2;5;5;5;4;5;5;5;5;3;5;1; ; ;5;4;3;5;1;4;3;4;5;5;5;5;5;5; ; ;1;2;2;2;5;5;5;5;5;4;4;5;2;5;5;2;5;5;4;5;5; ; ;4;3;5;3;5;5;5;4;5;3;5;5;5;5;2;2;5;5;5;5;5;5;5;25; ; ; ;1;1;2; ; ; ; ; ; ; ;4;1;6; ; ;3;4;4;99; ; ; ;1;3;1;6;7;11; ;1;1; ; ;1;8;2008;2; ;2013;4; ; ;1;4; ;3;3;30; ; ; ;4;3;4;3;4;4;4;4;3;1;2; ; ;5; ; ;5; ; ; ;41; ;4;4;4;1,2796986392492
594;1;54;4;2;2;5;2;5;5;4;5;5;1;4;1;5;5;4;4;3;5;5;5;2;1;5;4;1;3;2;3;1;5;5;2;4; ; ;5;5;4;4;5;1;1;3;4;3;5;5;5;1; ; ;1;1;2;1;4;3;3;5;5;3;3;5;5;5;2;5;3;5;5;5;5; ; ;4;3;5;2;5;5;5;3;3;3;5;5;5;5;4;5;4;5;5;5;5;5;5;1;22;33; ;1;2;1; ; ; ; ; ; ; ;5;5;7; ; ;5;5;2;99; ; ; ;1;8;6; ; ; ; ;3;2; ; ;1;1;2001;2; ;2013;7; ; ;7; ; ;3;3;4; ; ; ;3;1;4;1;4;5;5;3;2;1;2; ; ;4;4; ;3;1;3; ;84; ;3;4;5;,439604933986956
595;1;77;2;2;2;4;2;5;5;5;5;1;1;1;0;5;1;2;5;1;5;3;5;5;2;5;1;1;1;5;5;5;1;1;2;2; ; ;4;1;1;5;1;1;5;5;1;3;1;3;1;1; ; ;2;2;2;2; ;5;5;5;5;1;1;5;5;5;2;1;3;5;1;3;3; ; ;5;1;0;5;5;5;5;5;3;4;4;4;5;5;2;2;5;5;5;5;5;2;5;99; ; ; ;1;99; ; ; ; ; ; ; ; ;1;3;6; ; ;1;1;1;99; ; ; ;2; ; ; ; ; ; ;2;16; ; ;1;1;2007;1;25;2014;7; ; ;99; ; ;2;3;2; ; ; ;5;5;5;5;5;5;5;3;3;3;1;6;7;1;1; ;1;1; ; ;41; ;1;4;99;,72100993449308
596;1;77;2;2;2;4;1;5;5;5;3;5;3;4;5;5;5;1;4;3;3;4;5;4;4;5;4;5;1;3;4;5;5;0;5;5; ; ;3;5;3;5;5;3;2;5;3;3;3;5;4;4; ; ;1;1;2;2;4;4;4;4;4;4;4;3;3;5;5;5;5;5;4;5;4; ; ;5;1;5;4;5;5;5;4;5;5;5;5;5;5;3;3;3;5;5;5;5;3;5;1; ; ; ;1;2;1;10; ; ; ; ; ; ;5;4;23; ; ;5;4;4;1; ; ; ; ;10;5; ; ; ; ;1;1; ; ;2;3;2008;2; ;2013;7; ; ;4;15; ;3;3;29; ; ; ;4;4;5;1;4;4;5;4;4;1;2; ; ;5; ; ;4;4; ; ;141; ;3;2;4;,72100993449308
601;1;73;2;2;2;6;2;5;3;5;5;5;1;1;0;1;5;4;5;4;4;5;5;1;5;4;5;3;1;5;3;5;4;3;4;5; ; ;5;5;1;5;1;1;2;3;5;5;5;5;2;4; ; ;1;2;2;2;4;5;5;5;4;4;4;4;5;5;3;4;5;5;3;4;4;26;5;4;1;5;1;5;5;4;1;5;2;5;5;5;4;1;1;3;4;4;5;5;3;5;2;14; ; ;1;1;2; ; ; ; ; ; ; ;5;1;2;6; ;5;4;5;1;2; ; ; ;3;5; ; ; ; ;1;3;2; ;1;1;2009;2; ;2014;2;5;6;6; ; ;1;4;3;5;29; ;5;4;5;4;5;5;5;4;2;1;1;4;12;5; ; ;4;3;30; ;3; ;3;4;2;,72100993449308
602;1;37;1;2; ;6;2;5;5;5;5;4;5;4;0;5;5;1;3;1;3;3;1;1;1;2;2;1;4;1;3;1;3;5;1;3; ; ;5;5;1;5;5;4;1;5;5;5;3;5;3;1; ; ;1;2;2;2;3;3;3;4;4;1;1;4;3;4;5;4;5;4;3;4;5; ; ;5;1;3;1;4;3;5;3;5;1;5;5;5;5;1;1;5;5;5;5;3;3;3;14; ; ; ;1;2; ; ; ; ; ; ; ; ;3;2;99; ; ;3;3;3;1; ; ; ; ;5;5; ; ; ; ;1;1; ; ;2;1;2000;1;12;2012;5; ; ;13; ; ;1;1;99; ; ; ;3;1;4;3;4;4;5;3;3;1;2; ; ;5; ; ;5; ; ; ;103; ;1;7;99;,439604933986956
603;1;3;2;2;2;5;2;4;2;5;4;5;1;2;0;4;5;1;5;5;5;5;3;1;1;3;5;5;1;5;5;2;5;1;4;3;55;5;5;5;1;5;1;1;2;3;3;5;2;4;2;5; ; ;1;2;1;2;3;5;4;3;3;4;5;5;5;5;5;3;5;5;1;4;5; ; ;4;1;4;3;5;5;5;5;5;5;5;5;5;3;2;2;5;5;4;5;5;3;5;14;18; ; ;1;2;1;3;9;6; ; ; ; ;5;3;6;12; ;3;2;2;1; ; ; ; ;7;5; ; ; ; ;1;1; ; ;1;5;2008;2; ;2015;16; ; ;4; ; ;1;1;2; ; ; ;4;2;4;3;5;2;4;2;2;1;2; ; ;5; ; ;3;9; ; ;119; ;4;4;5;1,2796986392492
604;1;28;3;2;2;2; ;2;1;2;2;3;1;5;0;2;4;5;5;2;3;2;3;2;1;3;2;4;4;3;1;1;1;4;2;2; ; ;4;4;3;4;3;4;1;4;3;3;4;3;3;4; ; ;1;2;2;2;4;3;3;4;3;3;3;3;3;3;3;1;2;3;4;4;4; ; ;5;1;4;1;3;4;4;3;4;3;3;3;2;2;3;3;3;2;2;3;3;3;3;18; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;2;1;2; ;1;99;2010;1;4;2016;7; ; ;9; ; ;3;1;0; ; ; ;4;3;5;5;5;5;4;4;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;,888030888030888
605;1;48;2;2;2;5;2;5;5;4;3;2;1;1;1;5;5;1;2;1;1;1;1;1;1;4;5;5;3;1;2;1;1;4;1;5; ; ;3;5;1;5;5;4;5;4;5;4;5;4;5;3; ; ;1;2;2;2;5;3;3;5;3;1;2;2;1;5;4;4;5;5;5;5;4; ; ;5;3;5;1;1;1;2;1;3;3;3;3;4;4;4;4;5;5;5;5;5;5;5;13;18; ; ;1;1;2;3; ; ; ; ; ; ;5;3;6; ; ;3;3;3;2; ; ; ;1;3;7;11; ; ; ;2;1;2; ;1;4;2009;2; ;2014;2;1; ;1; ; ;3;3;6;2;30; ;5;1;2;1;1;4;5;1;3;1;1;1;10;5; ; ;5; ; ; ;62; ;4;1;5;1,67165560423987
608;1;77;4;2;2;5;2;2;1;4;4;5;1;1;0;4;4;2;4;1;5;4;5;1;5;4;3;5;1;2;4;3;1;2;4;3; ; ;4;4;1;5;1;1;3;5;2;2;4;5;3;4; ; ;1;2;2;2;4;4;4;4;3;4;2;4;4;5;4;3;5;5;3;2;5; ; ;5;1;5;5;5;5;4;2;4;3;5;5;4;5;2;2;4;4;5;4;5;3;5;1;13; ; ;1;2; ; ; ; ; ; ; ; ;3;4;6;12; ;3;4;3;2; ; ; ;1;4;5;7; ; ; ;2;2;5;1;1;1;2005;2; ;2014;7; ; ;99; ; ;3;3;99; ; ; ;3;1;5;1;4;2;3;2;4;2;1;5;8;5; ; ;5; ; ; ;141; ;99;1;6;,72100993449308
612;1;33;2;2;2;6;2;3;3;5;4;4;4;4;0;4;5;3;4;5;5;5;5;3;5;3;4;4;4;4;4;3;3;4;4;4; ; ;4;4;5;5;5;3;3;4;4;4;4;5;4;4; ; ;1;2;2;2;3;4;4;4;4;3;5;5;5;4;3;3;4;4;4;5;4; ; ;5;1;3;3;4;5;5;4;5;4;4;4;5;5;5;4;4;4;4;3;5;5;5;18; ; ; ;1;99; ; ; ; ; ; ; ; ;4;5;16; ; ;4;4;5;99; ; ; ;1;5;5;99; ; ; ;2;1;5; ;2;5;2006;1;12;2013;7; ; ;15; ; ;3;3;7;3;5; ;5;5;5;4;5;4;4;4;5;1;1;4;13;5; ; ;5; ; ; ;62; ;1;7;2;1,67165560423987
615;1;3;2;2;2;5;2;5;4;3;1;2;1;2;0;3;4;4;2;2;2;2;1;1;4;1;2;5;5;1;1;1;1;3;1;1; ; ;3;3;3;1;3;4;1;1;3;3;1;3;1;1; ; ;1;2;2;2;2;3;3;2;2;1;3;1;2;3;3;1;1;1;1;4;2;27;5;2;4;3;4;5;5;5;2;4;4;4;4;5;4;1;2;4;4;3;5;5;3;5;13;14; ; ;1;2;3;4; ; ; ; ; ; ;3;2;3; ; ;2;2;1;1; ; ; ; ;5;5; ; ; ; ;2;2; ; ;1;1;2009;2; ;2014;7; ; ;13; ; ;3;3;30;36; ; ;3;3;5;4;4;3;4;2;2;1;2; ; ;5; ; ;5; ; ; ;150; ;4;5;6;1,2796986392492
618;1;9;1;2; ;5;2;4;4;3;4;3;5;1;0;2;4;5;3;1;1;3;3;1;1;1;2;1;1;5;2;2;1;4;2;2; ; ;1;2;1;5;3;1;1;1;2;1;1;4;3;3; ; ;1;2;2;2;3;4;3;5;4;3;1;1;2;5;2;2;5;5;4;3;2; ; ;3;2;2;1;2;5;3;3;5;5;5;5;4;4;3;3;4;5;3;5;5;4;5;13; ; ; ;1;2;1;3;9;34; ; ; ; ;2;3;6; ; ;4;4;4;1; ; ; ; ;8;7; ; ; ; ;3;2; ; ;1;5;2010;1;8;2015;6;8; ;11; ; ;1;3;2;30; ; ;4;1;5;3;3;4;4;3;3;1;1;1;1;1;3; ;4;34; ; ;13; ;4;5;3;1,2796986392492
619;1;14;1;2; ;5;2;4;4;4;3;5;4;4;0;5;5;4;5;5;5;5;4;4;5;4;4;5;4;5;4;4;4;5;4;4; ; ;4;4;4;5;4;5;5;4;4;4;4;5;5;5; ; ;1;1;1;1;4;4;4;4;4;4;5;4;4;4;4;5;4;4;5;4;4; ; ;4;1;5;1;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;7; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;5; ; ; ; ;3;2; ; ;1;1;2010;2; ;2014;7; ; ;15; ; ;3;3;2; ; ; ;5;5;5;1;1;2;5;3;4;1;1;1;1;3;4; ;3;3; ; ;18; ;2;4;2;1,2796986392492
624;1;4;2;2;2;5;2;1;5;4;5;5;5;5;0;5;5;1;5;4;2;4;4;1;1;1;4;5;4;2;2;5;3;4;4;4; ; ;5;1;1;5;5;4;1;4;5;5;4;5;4;5; ; ;1;2;2;2;5;5;5;5;5;5;4;2;5;2;5;3;2;3;4;5;5; ; ;5;1;5;4;5;5;5;4;5;4;5;5;4;3;1;1;2;4;3;2;5;2;5;1;24;26; ;1;9;3;2;4;6; ; ; ; ;5;3;6; ; ;3;3;1;99; ; ; ;1;9;5; ; ; ; ;2;2; ; ;1;1;2011;1;4;2016;8; ; ;1; ; ;3;3;36; ; ; ;4;3;5;3;5;1;5;3;3;1;2; ; ;4;6; ;4;1;3; ;12; ;4;5;3;1,2796986392492
625;1;4;2;2;2;5;2;1;4;4;2;4;1;5;0;5;5;4;1;3;3;3;2;2;1;1;3;5;5;5;2;1;2;2;5;2; ; ;4;4;4;5;1;3;1;2;3;4;1;4;3;3; ; ;1;2;2;1;3;2;3;3;3;2;5;5;4;3;4;3;3;2;3;5;4; ; ;3;1;5;1;5;5;5;3;5;3;4;4;5;5;3;1;5;5;5;5;5;3;5;1; ; ; ;1;2;3;19;36; ; ; ; ; ;4;5;15;16; ;4;4;4;1; ; ; ; ;4;7;8; ; ; ;2;2;1; ;1;1;2010;1;12;2014;5; ; ;4; ; ;3;3;2;6;3; ;4;5;5;2;5;5;4;3;5;2;1;2;1;5; ; ;5; ; ; ;88; ;4;1;2;1,2796986392492
627;1;28;4;2;2;6;1;5;5;5;5;5;3;4;0;5;5;4;5;5;5;5;5;1;5;5;5;5;5;5;5;5;3;5;5;5; ; ;5;5;4;5;5;3;5;5;5;5;5;5;5;5; ; ;1;2;1;2;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5; ; ;5;1;5;1;5;5;5;5;5;5;5;5;5;5;4;1;5;5;5;5;5;5;5;24; ; ; ;1;19;3;29; ; ; ; ; ; ;5;5;20; ; ;5;5;2;2; ; ; ;2; ; ; ; ; ; ;3;2;15; ;3;3;2008;2; ;2016;7; ; ;7; ; ;3;3;3;29; ; ;5;5;5;5;5;5;5;5;5;3;1;3;12;5; ; ;5; ; ; ;1; ;1;7;2;,888030888030888
631;1;4;2;19;2;6;2;5;1;1;5;5;1;1;0;5;1;1;1;1;4;5;1;1;1;3;1;1;1;1;5;1;1;1;1;2; ; ;1;5;1;1;1;1;1;4;1;3;1;3;1;3; ; ;2;2;2;2; ;5;4;5;5;3;1;4;4;1;5;1;1;1;1;2;4; ; ;5;3;3;3;5;1;5;1;4;1;4;5;4;3;3;1;5;3;4;5;3;1;4;26; ; ; ;1;99; ; ; ; ; ; ; ; ;3;3;99; ; ;1;1;1;29;30; ; ;1;5;6; ; ; ; ;1;1; ; ;1;1;2009;1;4;2014;5; ; ;4; ; ;1;3;2;6; ; ;1;1;5;2;1;4;5;1;2;2;1;5;3;5; ; ;5; ; ; ;1; ;1;7;3;1,2796986392492
634;1;60;2;2;2;5;2;5;2;5;5;5;1;1;0;5;5;1;5;5;5;5;5;1;1;5;1;3;1;5;5;3;5;5;4;5; ; ;5;5;1;5;1;1;1;5;3;5;3;5;1;4; ; ;1;1;1;1;5;5;5;5;5;4;5;5;5;5;5;5;5;5;1;5;5; ; ;5;1;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;13; ; ; ;1;0; ; ; ; ; ; ; ; ;3;5;12; ; ;5;5;5;1; ; ; ; ;7;8;11; ; ; ;2;2; ; ;1;1;2006;2; ;2012;5; ; ;99; ; ;3;3;6;2; ; ;5;5;5;1;5;5;5;3;5;1;2; ; ;5; ; ;3;5; ; ;117; ;4;2;4;,439604933986956
635;1;60;2;2;2;5;1;3;2;5;5;5;1;4;0;5;3;1;5;3;4;5;4;2;5;5;3;5;4;4;5;2;5;3;3;4; ; ;4;4;1;5;2;4;1;4;5;4;2;5;2;3; ; ;1;2;2;2;4;5;5;5;5;3;3;5;5;5;5;4;5;4;2;4;4; ; ;4;1;5;3;5;5;4;3;5;3;5;5;4;4;2;2;5;5;4;5;5;2;4;7; ; ; ;1;99; ; ; ; ; ; ; ; ;2;2;5; ; ;4;4;3;1;2;14; ; ;2;6; ; ; ; ;1;5;1; ;1;5;2007;1;4;2014;4; ; ;4; ; ;1;3;29;30;36; ;5;5;5;3;4;5;4;4;2;1;1;3;10;3;1; ;3;3; ; ;14; ;4;2;5;,439604933986956
636;1;33;2;2;16;5;2;4;3;4;4;5;5;4;0;3;3;3;4;3;1;4;4;3;1;3;3;4;5;1;3;3;1;4;2;2; ; ;5;3;3;5;3;4;3;5;3;4;3;3;4;3; ; ;2;2;2;2; ;4;3;4;4;2;4;3;4;4;4;1;4;4;3;3;4; ; ;4;3;4;2;5;4;4;4;5;5;5;5;5;5;4;3;5;5;5;5;5;5;5;24; ; ; ;1;99; ; ; ; ; ; ; ; ;2;4;99; ; ;3;4;4;99; ; ; ;1;5;5; ; ; ; ;2;1;2; ;1;1;2011;2; ;2016;5;10; ;13; ; ;3;3;2;30; ; ;3;1;3;1;4;4;4;3;3;3;1;3;18;3;1; ;3;1; ; ;21; ;2;4;2;1,67165560423987
639;1;26;2;19;2;5;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1; ; ;1;1;1;3;1;5;1;1;3;3;1;1;1;1; ; ;1;2;2;2;4;4;4;5;5;5;1;4;4;5;5;2;5;4;4;1;3; ; ;5;3;5;1;5;5;5;1;5;2;4;4;4;2;1;2;5;5;5;3;5;3;3;7;14; ; ;1;0; ; ; ; ; ; ; ; ;1;4;3;17; ;4;4;3;99; ; ; ;2; ; ; ; ; ; ;2;2; ; ;2;5;2010;2; ;2012;1; ; ;17; ; ;1;3;3;2;5; ;4;1;5;1;4;5;4;4;0;3;1;5;1;5; ; ;4;2; ; ;36; ;2;5;2;1,2796986392492
641;1;4;2;2;2;5;2;5;5;4;4;5;3;1;3;5;5;4;4;2;5;5;5;2;5;2;3;1;1;5;3;5;5;5;5;4; ; ;4;3;5;4;5;1;1;3;2;4;3;4;3;5; ; ;1;2;2;1;3;5;5;4;5;5;2;5;5;5;4;5;5;5;5;5;4; ; ;4;3;5;1;5;3;4;5;3;2;4;5;5;3;5;3;5;3;5;3;3;5;3;7; ; ; ;1;1;3;2;4; ; ; ; ; ;2;3;19; ; ;4;4;2;99; ; ; ;1;3;11; ; ; ; ;3;2;1; ;1;1;2011;2; ;2014;6;7; ;8; ; ;2;3;5;29; ; ;5;5;5;5;1;5;5;3;4;3;1;5;1;4;1;99;3;3;1; ;146; ;2;4;1;1,2796986392492
649;1;56;1;2; ;6;2;5;5;3;1;3;3;3;1;4;5;1;1;1;1;2;4;1;3;1;3;3;4;1;1;1;4;2;2;1; ; ;4;5;1;5;3;1;1;3;3;2;4;3;3;3; ; ;1;2;2;2;3;3;3;1;1;3;3;2;3;3;4;3;3;3;4;4;2; ; ;5;3;4;5;5;5;5;2;5;1;5;5;4;3;1;3;4;5;3;4;5;1;4;99; ; ; ;1;99; ; ; ; ; ; ; ; ;3;3;7; ; ;3;3;1;99; ; ; ;1;3;5; ; ; ; ;3;2;5; ;1;5;2010;2; ;2013;5; ; ;15; ; ;1;1;2;5; ; ;3;3;5;3;4;4;5;4;3;3;1;6;10;2;6; ;5; ; ; ;171; ;99;8;2;,439604933986956
653;1;38;2;2;2;5;2;5;4;5;5;5;5;4;0;5;5;3;3;5;5;3;5;5;4;5;5;5;5;5;5;2;5;5;5;5; ; ;5;4;3;5;5;5;5;5;5;5;5;4;4;5; ; ;1;2;2;2;3;5;5;5;5;5;5;5;3;5;5;5;4;5;4;5;5; ; ;5;1;5;2;5;5;5;5;5;5;5;5;4;5;5;4;5;5;2;5;5;5;5;24; ; ; ;1;1;2; ; ; ; ; ; ; ;5;5;18; ; ;4;5;4;1; ; ; ; ;8;5; ; ; ; ;3;2; ; ;1;1;2010;2; ;2013;7; ; ;15; ; ;3;3;5;16; ; ;4;5;4;5;5;5;5;5;5;1;1;1;7;5; ; ;5; ; ; ;37; ;4;1;3;,72100993449308
655;1;77;2;2;2;6;2;5;1;3;4;4;5;1;1;5;2;1;5;1;4;3;4;3;1;1;4;5;3;5;3;1;1;1;1;1; ; ;3;5;1;5;1;2;2;1;1;3;2;2;1;2; ; ;1;2;2;2;3;3;2;3;3;2;1;3;3;5;5;3;5;5;2;5;5; ; ;4;1;3;5;5;3;4;3;4;4;5;5;5;5;1;5;5;5;4;5;5;2;4;1; ; ; ;1;99; ; ; ; ; ; ; ; ;1;4;12; ; ;3;3;2;99; ; ; ;1;6;5;6; ; ; ;2;3;1; ;1;1;2011;2; ;2015;5; ; ;1; ; ;1;3;29; ; ; ;4;1;5;1;4;2;5;3;3;3;2; ; ;1;5; ;4;3;99; ;42; ;1;7;4;,72100993449308
656;1;10;2;2;2;5;2;5;1;4;4;5;1;4;1;5;4;2;5;1;3;5;3;2;1;2;4;5;3;4;3;3;4;1;4;3; ; ;4;5;1;3;1;3;1;1;5;4;4;2;1;3; ; ;1;2;2;2;4;5;5;5;5;4;3;4;4;5;4;3;5;5;4;4;5; ; ;5;1;4;3;3;4;4;4;5;3;4;5;5;3;2;2;4;5;3;4;5;4;4;14; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;1;1; ; ;1;99;2006;2; ;2013;4; ; ;4; ; ;3;1;5; ; ; ;4;3;4;4;4;3;5;2;4;1;9;1;12;3;1; ;4;2; ; ;51; ;4;5;6;1,2796986392492
657;1;7;4;2;2;5;2;5;2;5;5;5;1;5;0;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5; ; ;5;5;3;5;3;4;3;5;5;5;3;5;4;5; ; ;1;2;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5; ; ;5;1;5;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;3;5;7; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3;5; ; ;5;5;5;2; ; ; ;1;5;1;6;7;11; ;1;1; ; ;1;1;2000;1;24;2012;4; ; ;4; ; ;1;1;3;2; ; ;5;1;5;1;5;5;5;5;2;1;2; ; ;5; ; ;5; ; ; ;115; ;4;5;8;1,2796986392492
664;1;88;2;1;2;5;1;3;1;2;5;5;1;1;5;1;2;1;3;1;1;3;2;1;1;1;1;5;1;1;3;3;1;1;4;3;47;5;3;1;1;5;1;1;1;3;2;2;2;3;1;4; ; ;1;2;2;2;4;5;5;5;4;4;5;4;3;5;5;3;5;5;4;5;5; ; ;5;2;4;5;5;5;4;4;4;3;4;4;4;5;1;3;3;4;3;3;5;3;5;24; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;3;1;2; ;1;3;2006;2; ;2013; ; ; ; ; ; ;3;1;21;29; ; ;3;1;4;1;5;3;4;4;4;3;1;1;14;5; ; ;5; ; ; ;62; ;4;1;5;1,67165560423987
